+---+---------------------+---+---------------------+---------------------+--------------------+-----------------------+---------------------+
| S |          p          | N |         <K>         |         <d>         |       log N        |        log <K>        |   log N / log <K>   |
| 2 |         0.4         | 6 |         2.0         |  1.7666666666666666 | 1.791759469228055  |   0.6931471805599453  |  2.584962500721156  |
| 2 |         0.4         | 7 |  2.4285714285714284 |  1.1031746031746033 | 1.9459101490553132 |   0.8873031950009027  |  2.193061131773941  |
| 2 |         0.4         | 8 |         2.75        |  1.7321428571428572 | 2.0794415416798357 |   1.0116009116784799  |  2.0555947683257436 |
| 2 |         0.4         | 9 |  3.111111111111111  |  1.7222222222222223 | 2.1972245773362196 |   1.1349799328389845  |  1.9359149124691457 |
| 2 |         0.5         | 5 |         2.0         |         1.7         | 1.6094379124341003 |   0.6931471805599453  |  2.321928094887362  |
| 2 |         0.5         | 6 |         2.0         |  1.8333333333333335 | 1.791759469228055  |   0.6931471805599453  |  2.584962500721156  |
| 2 |         0.5         | 7 |  3.7142857142857144 |  1.4047619047619047 | 1.9459101490553132 |   1.3121863889661687  |  1.4829525480663124 |
| 2 |         0.5         | 8 |         2.75        |  1.9642857142857142 | 2.0794415416798357 |   1.0116009116784799  |  2.0555947683257436 |
| 2 |         0.5         | 9 |  4.111111111111111  |  1.5277777777777777 | 2.1972245773362196 |   1.413693335308005   |  1.5542441365881552 |
| 2 |         0.6         | 5 |  2.4000000000000004 |  0.9333333333333333 | 1.6094379124341003 |   0.8754687373539001  |  1.8383727982093552 |
| 2 |         0.6         | 6 |  3.166666666666667  |  1.3666666666666667 | 1.791759469228055  |   1.1526795099383855  |  1.5544298773245568 |
| 2 |         0.6         | 7 |         3.0         |  1.5952380952380953 | 1.9459101490553132 |   1.0986122886681098  |  1.7712437491614221 |
| 2 |         0.6         | 8 |        3.375        |  1.5892857142857144 | 2.0794415416798357 |   1.2163953243244932  |  1.7095112913514545 |
| 2 |         0.6         | 9 |  5.222222222222222  |  1.3472222222222223 | 2.1972245773362196 |   1.6529230243738393  |  1.3292963706937126 |
| 2 |  0.7000000000000001 | 5 |         3.0         |         1.25        | 1.6094379124341003 |   1.0986122886681098  |  1.4649735207179269 |
| 2 |  0.7000000000000001 | 6 |  2.8333333333333335 |  1.5333333333333332 | 1.791759469228055  |   1.0414538748281612  |  1.7204405423367342 |
| 2 |  0.7000000000000001 | 7 |  4.428571428571429  |  1.2619047619047619 | 1.9459101490553132 |   1.488077055429833   |  1.3076675982301431 |
| 2 |  0.7000000000000001 | 8 |         4.75        |  1.3214285714285716 | 2.0794415416798357 |    1.55814461804655   |  1.3345626058040987 |
| 2 |  0.7000000000000001 | 9 |  5.444444444444445  |  1.3194444444444444 | 2.1972245773362196 |   1.6945957207744073  |  1.2966069431192224 |
| 2 |         0.8         | 5 |  2.5999999999999996 |         1.35        | 1.6094379124341003 |   0.9555114450274362  |  1.6843732440984915 |
| 2 |         0.8         | 6 |  4.333333333333334  |  1.1333333333333333 | 1.791759469228055  |   1.4663370687934272  |  1.2219287825154697 |
| 2 |         0.8         | 7 |  5.142857142857142  |  1.1428571428571428 | 1.9459101490553132 |   1.6376087894007967  |  1.1882631319824097 |
| 2 |         0.8         | 8 |         6.0         |  1.1428571428571428 | 2.0794415416798357 |   1.791759469228055   |  1.1605584217036247 |
| 2 |         0.8         | 9 |         6.0         |         1.25        | 2.1972245773362196 |   1.791759469228055   |  1.226294385530917  |
| 2 |         0.9         | 5 |         3.8         |         1.05        | 1.6094379124341003 |    1.33500106673234   |  1.205570506676444  |
| 2 |         0.9         | 6 |  4.833333333333334  |  1.0333333333333332 | 1.791759469228055  |   1.5755363607584192  |  1.1372377774674474 |
| 2 |         0.9         | 7 |  5.714285714285714  |  1.0476190476190477 | 1.9459101490553132 |   1.742969305058623   |  1.1164339747164191 |
| 2 |         0.9         | 8 |        6.375        |  1.0892857142857144 | 2.0794415416798357 |   1.8523840910444898  |  1.1225757939366219 |
| 2 |         0.9         | 9 |         7.0         |        1.125        | 2.1972245773362196 |   1.9459101490553132  |  1.1291500681071593 |
| 3 |         0.1         | 5 | 0.26666666666666666 | 0.14814814814814814 | 1.6094379124341003 |  -1.3217558399823195  | -1.2176514479827296 |
| 3 |         0.1         | 6 |  0.3333333333333333 | 0.25925925925925924 | 1.791759469228055  |  -1.0986122886681098  | -1.6309297535714573 |
| 3 |         0.1         | 7 |  0.2857142857142857 | 0.16666666666666666 | 1.9459101490553132 |   -1.252762968495368  |  -1.553294755665112 |
| 3 |         0.1         | 8 |  0.9166666666666666 |  0.5722222222222222 | 2.0794415416798357 |  -0.08701137698962981 |  -23.8985017088934  |
| 3 |         0.1         | 9 |  0.7407407407407408 |  0.5304232804232804 | 2.1972245773362196 |   -0.300104592450338  | -7.3215293354760025 |
| 3 |         0.2         | 5 |  1.0666666666666667 |  0.8962962962962964 | 1.6094379124341003 |  0.06453852113757116  |  24.937632348336603 |
| 3 |         0.2         | 6 |  1.222222222222222  |  0.6037037037037036 | 1.791759469228055  |  0.20067069546215105  |  8.928854634711737  |
| 3 |         0.2         | 7 |  1.142857142857143  |  0.9817460317460318 | 1.9459101490553132 |  0.13353139262452277  |  14.572679209053279 |
| 3 |         0.2         | 8 |  1.6666666666666667 |  1.9201058201058203 | 2.0794415416798357 |   0.5108256237659907  |  4.070746346570171  |
| 3 |         0.2         | 9 |  2.222222222222222  |  1.674074074074074  | 2.1972245773362196 |   0.7985076962177714  |  2.7516636192032218 |
| 3 | 0.30000000000000004 | 5 |  1.5999999999999999 |  0.9833333333333334 | 1.6094379124341003 |  0.47000362924573547  |  3.4243095420708465 |
| 3 | 0.30000000000000004 | 6 |  1.777777777777778  |  0.7833333333333333 | 1.791759469228055  |   0.5753641449035619  |  3.114131259479813  |
| 3 | 0.30000000000000004 | 7 |  1.9047619047619049 |  1.5428571428571427 | 1.9459101490553132 |   0.6443570163905133  |  3.0199254443688592 |
| 3 | 0.30000000000000004 | 8 |  2.1666666666666665 |  1.0857142857142856 | 2.0794415416798357 |   0.7731898882334817  |  2.6894318890159914 |
| 3 | 0.30000000000000004 | 9 |  1.8518518518518519 |  1.1370899470899472 | 2.1972245773362196 |   0.616186139423817   |  3.5658455079674454 |
| 3 |         0.4         | 5 |  1.7333333333333334 |  0.825925925925926  | 1.6094379124341003 |   0.550046336919272   |  2.926004237112683  |
| 3 |         0.4         | 6 |         2.0         |  1.4444444444444444 | 1.791759469228055  |   0.6931471805599453  |  2.584962500721156  |
| 3 |         0.4         | 7 |  2.4761904761904763 |  1.5809523809523807 | 1.9459101490553132 |   0.9067212808580044  |  2.146095156401264  |
| 3 |         0.4         | 8 |  2.6666666666666665 |  1.5238095238095237 | 2.0794415416798357 |   0.9808292530117262  |  2.120085157834271  |
| 3 |         0.4         | 9 |  3.407407407407407  |  1.7685185185185184 | 2.1972245773362196 |   1.2259517110447111  |  1.7922602966668444 |
| 3 |         0.5         | 5 |         2.0         |  1.2944444444444445 | 1.6094379124341003 |   0.6931471805599453  |  2.321928094887362  |
| 3 |         0.5         | 6 |  2.555555555555556  |  1.2388888888888887 | 1.791759469228055  |   0.9382696385929304  |  1.9096423837342267 |
| 3 |         0.5         | 7 |  2.1904761904761902 |  1.5793650793650793 | 1.9459101490553132 |   0.784118958765672   |  2.481651702591767  |
| 3 |         0.5         | 8 |  3.4166666666666665 |  1.5595238095238095 | 2.0794415416798357 |   1.2286654169163074  |  1.6924392214918835 |
| 3 |         0.5         | 9 |  3.6296296296296298 |  1.6574074074074072 | 2.1972245773362196 |   1.289130612666243   |  1.7044235516150006 |
| 3 |         0.6         | 5 |         2.4         |  1.0944444444444443 | 1.6094379124341003 |   0.8754687373538999  |  1.8383727982093556 |
| 3 |         0.6         | 6 |  2.888888888888889  |  1.4444444444444446 | 1.791759469228055  |   1.0608719606852626  |  1.688949784355391  |
| 3 |         0.6         | 7 |  3.3333333333333335 |  1.4761904761904763 | 1.9459101490553132 |   1.2039728043259361  |  1.6162409500144506 |
| 3 |         0.6         | 8 |  4.416666666666667  |  1.392857142857143  | 2.0794415416798357 |   1.4853852637641216  |  1.399934139921594  |
| 3 |         0.6         | 9 |  4.740740740740741  |  1.4074074074074072 | 2.1972245773362196 |   1.5561933979152882  |  1.4119225671305837 |
| 3 |  0.7000000000000001 | 5 |  2.533333333333333  |  1.4333333333333333 | 1.6094379124341003 |   0.9295359586241757  |  1.7314423369013725 |
| 3 |  0.7000000000000001 | 6 |  3.111111111111111  |  1.511111111111111  | 1.791759469228055  |   1.1349799328389845  |  1.5786706155643067 |
| 3 |  0.7000000000000001 | 7 |         4.0         |  1.3333333333333333 | 1.9459101490553132 |   1.3862943611198906  |  1.403677461028802  |
| 3 |  0.7000000000000001 | 8 |         5.0         |  1.3095238095238095 | 2.0794415416798357 |   1.6094379124341003  |  1.2920296742201791 |
| 3 |  0.7000000000000001 | 9 |  5.111111111111111  |  1.3703703703703702 | 2.1972245773362196 |   1.6314168191528755  |  1.346819863287387  |
| 3 |         0.8         | 5 |  3.3333333333333335 |  1.1666666666666667 | 1.6094379124341003 |   1.2039728043259361  |  1.3367726468997532 |
| 3 |         0.8         | 6 |  3.888888888888889  |  1.222222222222222  | 1.791759469228055  |   1.3581234841531944  |  1.3192905432639932 |
| 3 |         0.8         | 7 |  4.952380952380952  |  1.1746031746031746 | 1.9459101490553132 |   1.5998684614179495  |  1.2162938366387135 |
| 3 |         0.8         | 8 |  5.083333333333333  |  1.2738095238095237 | 2.0794415416798357 |   1.6259672143853108  |  1.2788951236424277 |
| 3 |         0.8         | 9 |  6.0740740740740735 |  1.2407407407407407 | 2.1972245773362196 |   1.8040295618198692  |  1.217953754105727  |
| 3 |         0.9         | 5 |         3.6         |  1.0999999999999999 | 1.6094379124341003 |   1.2809338454620642  |  1.2564567000363212 |
| 3 |         0.9         | 6 |         4.0         |         1.2         | 1.791759469228055  |   1.3862943611198906  |  1.292481250360578  |
| 3 |         0.9         | 7 |  5.142857142857142  |  1.142857142857143  | 1.9459101490553132 |   1.6376087894007967  |  1.1882631319824097 |
| 3 |         0.9         | 8 |  6.166666666666667  |  1.1190476190476188 | 2.0794415416798357 |   1.8191584434161694  |  1.1430788501164773 |
| 3 |         0.9         | 9 |  7.2592592592592595 |  1.0925925925925926 | 2.1972245773362196 |   1.9822777932261881  |  1.108434239057989  |
| 4 |         0.1         | 5 |         0.3         | 0.20833333333333334 | 1.6094379124341003 |  -1.2039728043259361  | -1.3367726468997532 |
| 4 |         0.1         | 6 |         0.75        | 0.44166666666666665 | 1.791759469228055  |  -0.2876820724517809  |  -6.228262518959627 |
| 4 |         0.1         | 7 |  0.6428571428571428 | 0.35000000000000003 | 1.9459101490553132 |  -0.44183275227903934 |  -4.404178139845944 |
| 4 |         0.1         | 8 |         0.5         | 0.35277777777777775 | 2.0794415416798357 |  -0.6931471805599453  |         -3.0        |
| 4 |         0.1         | 9 |  0.7777777777777778 | 0.42698412698412697 | 2.1972245773362196 |  -0.25131442828090605 |  -8.742930488974064 |
| 4 |         0.2         | 5 |         1.4         |         1.1         | 1.6094379124341003 |   0.3364722366212129  |  4.783271061516857  |
| 4 |         0.2         | 6 |  0.7499999999999999 |  0.5277777777777777 | 1.791759469228055  |  -0.28768207245178107 |  -6.228262518959624 |
| 4 |         0.2         | 7 |  1.3571428571428572 |  1.1458333333333333 | 1.9459101490553132 |   0.3053816495511819  |  6.372059853351401  |
| 4 |         0.2         | 8 |        1.1875       |  0.6131944444444444 | 2.0794415416798357 |  0.17185025692665923  |  12.100310926897723 |
| 4 |         0.2         | 9 |  1.4444444444444444 |  0.9038690476190475 | 2.1972245773362196 |  0.36772478012531734  |  5.975187684081081  |
| 4 | 0.30000000000000004 | 5 |  1.7999999999999998 |  1.2041666666666666 | 1.6094379124341003 |   0.587786664902119   |  2.7381327419228056 |
| 4 | 0.30000000000000004 | 6 |  1.4166666666666665 |  0.7555555555555555 | 1.791759469228055  |  0.34830669426821564  |  5.144200495464207  |
| 4 | 0.30000000000000004 | 7 |         2.0         |  1.2613095238095238 | 1.9459101490553132 |   0.6931471805599453  |  2.807354922057604  |
| 4 | 0.30000000000000004 | 8 |        2.125        |  1.4946428571428572 | 2.0794415416798357 |   0.7537718023763802  |  2.758714952090381  |
| 4 | 0.30000000000000004 | 9 |  2.166666666666667  |  2.227678571428571  | 2.1972245773362196 |   0.7731898882334819  |  2.8417657948893384 |
| 4 |         0.4         | 5 |         1.6         |  0.8708333333333333 | 1.6094379124341003 |  0.47000362924573563  |  3.424309542070845  |
| 4 |         0.4         | 6 |         1.5         |        1.1375       | 1.791759469228055  |   0.4054651081081644  |  4.419022582702909  |
| 4 |         0.4         | 7 |  2.2857142857142856 |  1.6559523809523808 | 1.9459101490553132 |   0.8266785731844679  |   2.35388966422515  |
| 4 |         0.4         | 8 |        2.6875       |         1.5         | 2.0794415416798357 |   0.9886113934537812  |  2.1033962944885403 |
| 4 |         0.4         | 9 |  3.111111111111111  |  1.8333333333333335 | 2.1972245773362196 |   1.1349799328389845  |  1.9359149124691457 |
| 4 |         0.5         | 5 |  2.1999999999999997 |  1.1111111111111112 | 1.6094379124341003 |    0.78845736036427   |  2.0412491446468763 |
| 4 |         0.5         | 6 |         3.0         |  1.4166666666666665 | 1.791759469228055  |   1.0986122886681098  |  1.6309297535714573 |
| 4 |         0.5         | 7 |  2.7857142857142856 |  1.3916666666666666 | 1.9459101490553132 |   1.0245043165143877  |  1.8993674479340135 |
| 4 |         0.5         | 8 |        3.625        |  1.5178571428571428 | 2.0794415416798357 |   1.2878542883066382  |  1.6146559129868896 |
| 4 |         0.5         | 9 |  3.8888888888888893 |        1.5625       | 2.1972245773362196 |   1.3581234841531944  |  1.617838586088668  |
| 4 |         0.6         | 5 |         2.8         |        1.325        | 1.6094379124341003 |   1.0296194171811581  |  1.5631386564565197 |
| 4 |         0.6         | 6 |  2.666666666666667  |  1.2708333333333333 | 1.791759469228055  |   0.9808292530117263  |  1.8267802104456947 |
| 4 |         0.6         | 7 |  3.357142857142857  |  1.263095238095238  | 1.9459101490553132 |    1.2110902720948    |  1.6067424484299664 |
| 4 |         0.6         | 8 |        4.375        |  1.4107142857142856 | 2.0794415416798357 |   1.4759065198095778  |  1.4089249649416322 |
| 4 |         0.6         | 9 |  4.777777777777779  |  1.4027777777777777 | 2.1972245773362196 |   1.5639755383573433  |  1.4048970226503563 |
| 4 |  0.7000000000000001 | 5 |         2.7         |         1.35        | 1.6094379124341003 |   0.9932517730102834  |  1.6203725542380052 |
| 4 |  0.7000000000000001 | 6 |  3.7500000000000004 |  1.2499999999999998 | 1.791759469228055  |   1.3217558399823195  |  1.355590355668126  |
| 4 |  0.7000000000000001 | 7 |  4.285714285714286  |  1.2976190476190474 | 1.9459101490553132 |   1.455287232606842   |  1.3371313273803846 |
| 4 |  0.7000000000000001 | 8 |        4.875        |  1.3214285714285714 | 2.0794415416798357 |   1.5841201044498106  |  1.312679219106343  |
| 4 |  0.7000000000000001 | 9 |  5.833333333333334  |  1.2708333333333333 | 2.1972245773362196 |   1.7635885922613588  |  1.245882734203237  |
| 4 |         0.8         | 5 |         3.4         |         1.15        | 1.6094379124341003 |   1.2237754316221157  |  1.3151415454555977 |
| 4 |         0.8         | 6 |  3.666666666666666  |  1.3166666666666669 | 1.791759469228055  |   1.2992829841302607  |  1.3790371236389722 |
| 4 |         0.8         | 7 |  4.642857142857142  |  1.2261904761904763 | 1.9459101490553132 |   1.5353299402803784  |  1.2674214825120622 |
| 4 |         0.8         | 8 |        5.625        |  1.1964285714285714 | 2.0794415416798357 |   1.7272209480904839  |  1.2039232988568989 |
| 4 |         0.8         | 9 |  6.277777777777778  |  1.2152777777777777 | 2.1972245773362196 |   1.8370160608161759  |  1.196083487892863  |
| 4 |         0.9         | 5 |  3.6999999999999997 |  1.0750000000000002 | 1.6094379124341003 |   1.3083328196501787  |  1.2301441103223498 |
| 4 |         0.9         | 6 |  4.666666666666667  |  1.0666666666666667 | 1.791759469228055  |   1.540445040947149   |  1.1631440405860791 |
| 4 |         0.9         | 7 |  5.357142857142858  |  1.1071428571428572 | 1.9459101490553132 |   1.678430783921052   |  1.159362761751421  |
| 4 |         0.9         | 8 |         6.5         |  1.0714285714285714 | 2.0794415416798357 |   1.8718021769015913  |  1.1109301866086894 |
| 4 |         0.9         | 9 |  7.166666666666667  |  1.1041666666666665 | 2.1972245773362196 |   1.9694406464655074  |  1.1156592006362358 |
| 5 |         0.1         | 5 |         0.16        |         0.1         | 1.6094379124341003 |  -1.8325814637483102  | -0.8782353986830149 |
| 5 |         0.1         | 6 |  0.4666666666666666 |         0.3         | 1.791759469228055  |  -0.7621400520468968  |  -2.350958284393906 |
| 5 |         0.1         | 7 |  0.5142857142857142 |  0.4022222222222222 | 1.9459101490553132 |  -0.6649763035932491  | -2.9262849496146592 |
| 5 |         0.1         | 8 |         0.75        | 0.35746031746031753 | 2.0794415416798357 |  -0.2876820724517809  |  -7.228262518959627 |
| 5 |         0.1         | 9 |  0.9333333333333333 |  0.569047619047619  | 2.1972245773362196 |  -0.06899287148695143 | -31.847124637387775 |
| 5 |         0.2         | 5 |         0.56        |  0.4666666666666666 | 1.6094379124341003 |   -0.579818495252942  |  -2.775761597139107 |
| 5 |         0.2         | 6 |         1.0         |  0.5599999999999999 | 1.791759469228055  |          0.0          |      undefined      |
| 5 |         0.2         | 7 |  1.1428571428571428 |  0.6233333333333333 | 1.9459101490553132 |  0.13353139262452257  |   14.5726792090533  |
| 5 |         0.2         | 8 |         0.85        |  0.4533333333333333 | 2.0794415416798357 |  -0.16251892949777494 | -12.795072845396176 |
| 5 |         0.2         | 9 |  1.4666666666666668 |  1.0288095238095238 | 2.1972245773362196 |   0.3829922522561059  |  5.736994846221958  |
| 5 | 0.30000000000000004 | 5 |         1.44        |  1.1800000000000002 | 1.6094379124341003 |  0.36464311358790924  |  4.413734559794703  |
| 5 | 0.30000000000000004 | 6 |         1.4         |  1.1622222222222223 | 1.791759469228055  |   0.3364722366212129  |  5.325133173603107  |
| 5 | 0.30000000000000004 | 7 |  1.7714285714285716 |  1.2742857142857142 | 1.9459101490553132 |   0.5717863235556779  |  3.4032121246877454 |
| 5 | 0.30000000000000004 | 8 |         1.7         |  0.9004761904761904 | 2.0794415416798357 |   0.5306282510621704  |  3.9188293075564133 |
| 5 | 0.30000000000000004 | 9 |  2.355555555555555  |  1.5146825396825396 | 2.1972245773362196 |   0.8567766043417472  |   2.56452448187976  |
| 5 |         0.4         | 5 |         1.28        |  1.0655555555555556 | 1.6094379124341003 |   0.2468600779315258  |  6.519636248679007  |
| 5 |         0.4         | 6 |  1.6666666666666665 |  1.077777777777778  | 1.791759469228055  |   0.5108256237659906  |  3.507575551943848  |
| 5 |         0.4         | 7 |  2.5142857142857142 |  1.559047619047619  | 1.9459101490553132 |   0.9219887529887928  |  2.110557360648158  |
| 5 |         0.4         | 8 |         2.85        |  1.807142857142857  | 2.0794415416798357 |   1.0473189942805592  |  1.9854901448705973 |
| 5 |         0.4         | 9 |  3.2444444444444445 |  1.7333333333333332 | 2.1972245773362196 |   1.1769441319380167  |  1.8668894450564588 |
| 5 |         0.5         | 5 |         1.44        |  0.7222222222222222 | 1.6094379124341003 |  0.36464311358790924  |  4.413734559794703  |
| 5 |         0.5         | 6 |  2.6666666666666665 |  1.1233333333333333 | 1.791759469228055  |   0.9808292530117262  |  1.826780210445695  |
| 5 |         0.5         | 7 |  3.1428571428571432 |  1.5333333333333332 | 1.9459101490553132 |   1.1451323043030026  |  1.6992884942143982 |
